Zip code,1,2,3,4,5,6,7,8,9,10,11,12
1529,365000.9,364189.44,363587.22,364175.34,363866.62,363192.9,362700.44,362957.34,362640.12,362876.44,362917.97,363880.25
1531,366874.94,367166.97,366769.3,367489.7,367337.66,366945.12,366546.1,366848.6,366626.34,366936.25,367046.06,367999
1532,359133.2,359285.66,359086.84,360064.88,360720.97,360429.94,360257.2,360588.72,360351.22,360650.62,360774.94,361823.56
1534,358511.22,359452.22,359542.6,361221.4,361305.1,360659.4,360403.7,360707.56,360518.56,360930.3,361110.3,362550.3
1535,369427.4,368860.88,368267.1,368519.3,368265.16,367872.88,367461.84,367596.1,367298.6,367440.44,367477.22,368122.44
1536,358480.06,358961.25,358903.66,360171.38,360719.4,360376.75,360150.44,360503.28,360253.12,360574.2,360692.56,361866.78
1537,368762.6,368063.56,367381.47,367806.03,367513.7,367025.56,366547.53,366711.22,366289.8,366487.25,366429.8,367387.72
1540,367416.25,366675.25,366014.88,366606.62,366311.3,365832.3,365360.5,365550.72,365139.75,365398.28,365381.84,366434.06
1541,900310.1,892041.25,890888.5,887204.1,885639.4,888914.5,889574,888577.44,888921.8,887786.8,887510.3,877717.56
1542,365205.94,365095.53,364438.38,365409.03,365034.38,364363.44,363791.38,364083.6,363563.25,363948.16,363935.22,365518.34
1543,363203.1,362912.38,362479.6,363126.66,362926.16,362331.22,361915.84,362140.62,361929.6,362175.66,362317.97,363220.5
1545,358459.44,358826.25,358705.5,359241.47,359966,360031.06,359958.03,360436.16,360263.9,360600.16,360759.7,361914.5
1546,897860.4,898827.9,895234,888441.06,884804,887328.25,888067.75,885374.8,884328.25,881133.1,878333.9,839442.4
1550,371166.44,370588.66,370082.75,370332.4,370129.62,369809.44,369428.34,369557.84,369297.6,369401.12,369438.72,370002.03
1560,358761.8,359438.4,359272.78,359968.03,360359.16,360338.1,360220.47,360726.3,360590.75,360936.94,361120.78,362315.72
1561,370263.4,369656.97,369080.94,369413.75,369169.62,368763.6,368331.75,368451.94,368160.38,368355.6,368394.44,369180
1562,369805.12,369244.3,368789.4,369168.75,368980.72,368661.94,368242.62,368435.12,368178.78,368318.5,368408.84,368965.34
1564,360429.75,360993.28,360707.22,361501.2,361325.62,360761.06,360445,360692.75,360476.06,360784.7,360930.3,362070.44
1566,360211.06,360097.94,359708.38,359955.16,359737.3,359434.1,359174.75,359186.56,358994.47,359052.66,359062.62,359501.84
1568,357714.7,358287.75,358423.03,359161.5,359472.22,359444.03,359266.94,359600.53,359541.62,359732.6,359902.03,360293.7
1569,363076.8,362995.72,362495.47,362914.16,362646.12,362210.2,361844.2,362005.3,361775.6,361972.34,362062.72,362926.16
1570,361875.72,361475.22,361172.66,361821.9,361636.97,361149.7,360815.38,361077.3,360866.5,361108.8,361212.47,362084.9
1571,362809.22,362395.3,361925.06,362366.8,362122.4,361616.3,361293.28,361446.34,361269.25,361448.84,361539.78,362260.62
